;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_20C_2H_2PP_2Co_10.data;;230;10000;1488;1005;3603.27;3525.95;77.2879;9624;7980;0.8512
Inst_2P_20C_2H_2PP_2Co_1.data;;73;10000;1529;926;3601.02;3582.78;18.2292;2493;5377;0.8471
Inst_2P_20C_2H_2PP_2Co_2.data;;121;10000;2001;1295;3601.03;3564.71;36.295;5310;5339;0.7999
Inst_2P_20C_2H_2PP_2Co_3.data;;39;1668;1503;797;3601.01;3593.35;7.65456;736;2865;0.0989209
Inst_2P_20C_2H_2PP_2Co_4.data;;60;10000;1748;1000;3601.02;3593.18;7.82384;2703;3835;0.8252
Inst_2P_20C_2H_2PP_2Co_5.data;;78;10000;1808;1273;3601.02;3438.71;162.294;2430;4410;0.8192
Inst_2P_20C_2H_2PP_2Co_6.data;;70;10000;2028;1191;3601.02;3591.03;9.97427;3570;4813;0.7972
Inst_2P_20C_2H_2PP_2Co_7.data;;123;10000;1581;879;3601.03;3588.78;12.2233;5686;7569;0.8419
Inst_2P_20C_2H_2PP_2Co_8.data;;83;10000;1779;1044;3601.02;3589.64;11.362;4426;4336;0.8221
Inst_2P_20C_2H_2PP_2Co_9.data;;71;10000;1856;1221;3609.33;3574.05;35.2641;2370;4435;0.8144
