;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_20C_2H_2PP_2Co_10.data;;268;1830;1558;995;3609.48;3408.72;200.694;6141;26169;0.148634
Inst_2P_20C_2H_2PP_2Co_1.data;;200;1866;1559;915;3608.98;3508.32;100.612;4174;19127;0.164523
Inst_2P_20C_2H_2PP_2Co_2.data;;150;2312;2146;1295;3601.03;3580.1;20.905;3993;15937;0.0717993
Inst_2P_20C_2H_2PP_2Co_3.data;OPT;44;1569;1569;796;342.934;340.412;2.51406;398;3772;0
Inst_2P_20C_2H_2PP_2Co_4.data;;145;2056;1939;1000;3601.03;3582.84;18.1628;4680;16286;0.0569066
Inst_2P_20C_2H_2PP_2Co_5.data;;270;2058;1713;1271;3606.08;1732.73;1873.28;6660;21291;0.167638
Inst_2P_20C_2H_2PP_2Co_6.data;;94;2283;2136;1191;3601.03;3589.71;11.2981;1985;8625;0.064389
Inst_2P_20C_2H_2PP_2Co_7.data;;191;1846;1637;853;3601.04;3579.36;21.6412;4605;15341;0.113218
Inst_2P_20C_2H_2PP_2Co_8.data;;162;2268;1879;1044;3601.04;3566.99;34.0168;6413;20447;0.171517
Inst_2P_20C_2H_2PP_2Co_9.data;;81;2094;1960;1188;3601.03;3572.89;28.1194;1110;8108;0.0639924
