;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_20C_2H_2PP_2Co_10.data;;12;1982;1672;1005;3601.02;3560.96;40.0485;2730;8886;0.156408
Inst_2P_20C_2H_2PP_2Co_1.data;;9;1891;1687;926;3601.02;3585.51;15.4936;1947;7260;0.107879
Inst_2P_20C_2H_2PP_2Co_2.data;;11;2371;2208;1295;3601.02;3586.12;14.8888;3225;9415;0.0687474
Inst_2P_20C_2H_2PP_2Co_3.data;OPT;13;1569;1569;797;1022.2;1019.19;2.99955;705;6010;0
Inst_2P_20C_2H_2PP_2Co_4.data;;13;2113;1988;1000;3601.02;3588.31;12.7008;4803;9767;0.0591576
Inst_2P_20C_2H_2PP_2Co_5.data;;11;2155;1914;1273;3601.02;3451.06;149.948;3435;8690;0.111833
Inst_2P_20C_2H_2PP_2Co_6.data;;13;2282;2251;1191;3601.03;3586.13;14.8834;4145;11373;0.0135846
Inst_2P_20C_2H_2PP_2Co_7.data;;15;1898;1787;879;3601.02;3589.16;11.8415;4563;9919;0.0584826
Inst_2P_20C_2H_2PP_2Co_8.data;;11;2453;2047;1044;3601.02;3586.41;14.5907;5369;8853;0.165512
Inst_2P_20C_2H_2PP_2Co_9.data;;15;2091;2026;1221;3601.02;3555.02;45.9812;2955;12290;0.0310856
