;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_20C_2H_2PP_2Co_10.data;;75;1832;1692;995;14400.1;14264.4;135.624;10011;26355;0.0764192
Inst_2P_20C_2H_2PP_2Co_1.data;;134;1841;1657;915;14400.1;14150.1;249.875;8434;25431;0.0999457
Inst_2P_20C_2H_2PP_2Co_2.data;;47;2291;2259;1295;14400;14369.3;30.7241;2760;10743;0.0139677
Inst_2P_20C_2H_2PP_2Co_3.data;OPT;31;1569;1569;796;317.764;311.644;6.11316;874;7243;0
Inst_2P_20C_2H_2PP_2Co_4.data;OPT;61;2055;2055;1000;3397.04;3377.3;19.7285;4333;12539;0
Inst_2P_20C_2H_2PP_2Co_5.data;;97;2051;1924;1271;14400.1;13681.8;718.209;17400;27021;0.061921
Inst_2P_20C_2H_2PP_2Co_6.data;;38;2266;2207;1191;14400.2;14380.7;19.4596;2035;7421;0.0260371
Inst_2P_20C_2H_2PP_2Co_7.data;OPT;45;1846;1846;871;7909.03;7860.08;48.9252;8690;15372;0
Inst_2P_20C_2H_2PP_2Co_8.data;;46;2183;2074;1044;14400.1;14321.9;78.1473;9988;19631;0.0499313
Inst_2P_20C_2H_2PP_2Co_9.data;;124;2091;1959;1188;14400.1;13692.3;707.702;2430;15037;0.0631277
