;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_20C_2H_2PP_2Co_10.data;;92;1860;1576;995;3601.05;3387.85;213.166;9105;26412;0.152688
Inst_2P_20C_2H_2PP_2Co_1.data;;89;1860;1645;915;3601.07;3398.29;202.741;5918;16892;0.115591
Inst_2P_20C_2H_2PP_2Co_2.data;;47;2291;2219;1295;3601.15;3554.36;46.7724;3300;10632;0.0314273
Inst_2P_20C_2H_2PP_2Co_3.data;OPT;25;1569;1569;796;525.139;521.069;4.06304;623;4705;0
Inst_2P_20C_2H_2PP_2Co_4.data;;46;2056;1954;1000;3601.05;3577.57;23.4669;4809;11132;0.0496109
Inst_2P_20C_2H_2PP_2Co_5.data;;74;2060;1828;1271;3601.04;3179.93;421.073;12870;22055;0.112621
Inst_2P_20C_2H_2PP_2Co_6.data;;41;2266;2265;1191;3601.02;3581.59;19.4199;2420;9850;0.000441306
Inst_2P_20C_2H_2PP_2Co_7.data;;37;1846;1800;853;3601.02;3584.25;16.7543;5341;13249;0.0249187
Inst_2P_20C_2H_2PP_2Co_8.data;;64;2189;2069;1044;3601.04;3565.34;35.6805;11955;20586;0.0548196
Inst_2P_20C_2H_2PP_2Co_9.data;;39;2091;1968;1188;3601.03;3518.98;82.0298;1350;9833;0.0588235
