;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_20C_2H_2PP_2Co_10.data;;77;1923;1573;995;3601.05;3169.09;431.918;7437;21231;0.182007
Inst_2P_20C_2H_2PP_2Co_1.data;;66;1860;1639;915;3601.05;3322.02;279;7484;19915;0.118817
Inst_2P_20C_2H_2PP_2Co_2.data;;38;2291;2170;1295;3601.03;3508.73;92.275;4005;11769;0.0528154
Inst_2P_20C_2H_2PP_2Co_3.data;OPT;21;1569;1569;796;431.803;407.527;24.2662;811;7396;0
Inst_2P_20C_2H_2PP_2Co_4.data;;49;2056;2004;1000;3601.05;3508.33;92.6914;5762;16221;0.0252918
Inst_2P_20C_2H_2PP_2Co_5.data;;71;2058;1820;1271;3601.06;2759.93;841.072;15615;24082;0.115646
Inst_2P_20C_2H_2PP_2Co_6.data;;39;2266;2191;1191;3601.05;3511.7;89.3184;3400;9100;0.033098
Inst_2P_20C_2H_2PP_2Co_7.data;;40;1846;1793;853;3601.04;3519.21;81.8044;7485;14266;0.0287107
Inst_2P_20C_2H_2PP_2Co_8.data;;64;2195;1976;1044;3601.05;3456.7;144.304;12302;21937;0.0997722
Inst_2P_20C_2H_2PP_2Co_9.data;;51;2091;1974;1188;3602.88;3379.01;223.846;2610;12998;0.0559541
