;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_20C_2H_2PP_2Co_10.data;;22;1626;1559;780;3601.05;3577.29;23.7397;6323;11987;0.0412054
Inst_2P_20C_2H_2PP_2Co_12.data;OPT;19;2754;2754;1525;41.7018;29.1933;12.497;2436;7236;0
Inst_2P_20C_2H_2PP_2Co_13.data;;35;2003;1895;954;3601.05;3553.48;47.5332;10097;12405;0.0539191
Inst_2P_20C_2H_2PP_2Co_16.data;OPT;24;2307;2307;972;89.2373;62.1637;27.0446;1625;6120;0
Inst_2P_20C_2H_2PP_2Co_17.data;;33;2312;2255;1204;3601.03;3561.51;39.4966;8452;12894;0.024654
Inst_2P_20C_2H_2PP_2Co_18.data;OPT;22;2143;2143;972;1459.85;1435.37;24.471;6096;10980;0
Inst_2P_20C_2H_2PP_2Co_19.data;OPT;41;1997;1997;1091;912.508;856.339;56.1408;14220;14745;0
Inst_2P_20C_2H_2PP_2Co_2.data;;45;1949;1901;863;3601.07;3546.26;54.7581;12051;17360;0.024628
Inst_2P_20C_2H_2PP_2Co_6.data;OPT;31;2261;2261;1077;2729.72;2687.14;42.5599;6743;11579;0
Inst_2P_20C_2H_2PP_2Co_7.data;OPT;27;1728;1728;735;1152.49;1126.64;25.8359;3320;8892;0
