;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_20C_2H_2PP_2Co_10.data;;12;10000;1463;783;3601.02;3600.51;0.503683;1264;3055;0.8537
Inst_2P_20C_2H_2PP_2Co_12.data;;97;10000;2719;1528;3601.04;3597.83;3.18459;5778;7998;0.7281
Inst_2P_20C_2H_2PP_2Co_13.data;;28;10000;1643;954;3601.02;3599.27;1.7358;3846;4348;0.8357
Inst_2P_20C_2H_2PP_2Co_16.data;OPT;68;2307;2307;1010;2005.08;2003.84;1.22543;3475;6875;0
Inst_2P_20C_2H_2PP_2Co_17.data;;22;10000;2061;1204;3601.01;3600.37;0.634076;3106;4318;0.7939
Inst_2P_20C_2H_2PP_2Co_18.data;;22;10000;1920;989;3601.02;3600.47;0.543415;3726;4554;0.808
Inst_2P_20C_2H_2PP_2Co_19.data;;28;10000;1762;1091;3601.02;3599.92;1.09243;2635;4305;0.8238
Inst_2P_20C_2H_2PP_2Co_2.data;;40;10000;1720;864;3601.03;3598.9;2.11916;4037;5686;0.828
Inst_2P_20C_2H_2PP_2Co_6.data;;48;10000;2110;1115;3601.02;3599.66;1.34819;6241;6895;0.789
Inst_2P_20C_2H_2PP_2Co_7.data;;17;10000;1627;735;3601.01;3600.67;0.336988;1624;3714;0.8373
