;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_20C_2H_2PP_2Co_10.data;UNK;;2037;1317;;3587.37;;;;;0.353461
Inst_2P_20C_2H_2PP_2Co_12.data;UNK;;13124;2292;;3576.74;;;;;0.825358
Inst_2P_20C_2H_2PP_2Co_13.data;UNK;;2564;1570;;3588.42;;;;;0.387676
Inst_2P_20C_2H_2PP_2Co_16.data;UNK;;2531;1564;;3593.69;;;;;0.382062
Inst_2P_20C_2H_2PP_2Co_17.data;UNK;;2714;1203;;3591.97;;;;;0.556743
Inst_2P_20C_2H_2PP_2Co_18.data;UNK;;2735;1499;;3592.81;;;;;0.45192
Inst_2P_20C_2H_2PP_2Co_19.data;UNK;;2506;1447;;3593.57;;;;;0.422586
Inst_2P_20C_2H_2PP_2Co_2.data;UNK;;2638;1285;;3595.61;;;;;0.512889
Inst_2P_20C_2H_2PP_2Co_6.data;UNK;;22451;1571;;3592.41;;;;;0.930025
Inst_2P_20C_2H_2PP_2Co_7.data;UNK;;2363;1317;;3591.39;;;;;0.442658
