;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_20C_2H_2PP_2Co_10.data;OPT;30;1622;1622;780;12010.5;12006.1;4.38706;6725;13229;0
Inst_2P_20C_2H_2PP_2Co_12.data;OPT;24;2754;2754;1525;26.9426;24.4957;2.43906;2406;7191;0
Inst_2P_20C_2H_2PP_2Co_13.data;;37;2003;1944;954;14400.1;14394.5;5.58537;9901;12331;0.0294558
Inst_2P_20C_2H_2PP_2Co_16.data;OPT;30;2307;2307;972;29.1084;27.0603;2.04365;1495;5805;0
Inst_2P_20C_2H_2PP_2Co_17.data;;37;2312;2255;1204;14400;14397.9;2.14106;8204;10520;0.024654
Inst_2P_20C_2H_2PP_2Co_18.data;OPT;36;2143;2143;972;3361.8;3358.78;3.01165;4734;10536;0
Inst_2P_20C_2H_2PP_2Co_19.data;OPT;44;1997;1997;1091;1357.28;1352.24;5.02386;11925;12825;0
Inst_2P_20C_2H_2PP_2Co_2.data;OPT;54;1949;1949;863;3375.81;3367.02;8.7687;10547;15977;0
Inst_2P_20C_2H_2PP_2Co_6.data;OPT;31;2261;2261;1077;1058.89;1054.91;3.96138;7113;10925;0
Inst_2P_20C_2H_2PP_2Co_7.data;OPT;28;1728;1728;735;348.76;347.08;1.67329;2974;7620;0
