;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_20C_2H_2PP_2Co_10.data;;52;1653;1486;780;3601.09;3534.98;66.0603;25393;24564;0.101028
Inst_2P_20C_2H_2PP_2Co_12.data;OPT;42;2754;2754;1525;186.241;146.902;39.3087;11436;22485;0
Inst_2P_20C_2H_2PP_2Co_13.data;;74;2035;1834;954;3601.11;3529.71;71.3403;30485;41027;0.0987715
Inst_2P_20C_2H_2PP_2Co_16.data;OPT;58;2307;2307;972;396.006;360.665;35.3246;6280;16575;0
Inst_2P_20C_2H_2PP_2Co_17.data;;46;2352;2180;1204;3601.07;3533.23;67.8124;21380;35246;0.0731293
Inst_2P_20C_2H_2PP_2Co_18.data;;65;2163;2055;972;3601.14;3555.89;45.1854;25956;33516;0.0499307
Inst_2P_20C_2H_2PP_2Co_19.data;;39;1997;1895;1091;3601.11;3537.39;63.6537;28430;37965;0.0510766
Inst_2P_20C_2H_2PP_2Co_2.data;;61;1969;1838;863;3601.11;3516.21;84.8157;26040;48189;0.0665312
Inst_2P_20C_2H_2PP_2Co_6.data;;58;2261;2149;1077;3601.13;3532.39;68.6759;16576;31212;0.0495356
Inst_2P_20C_2H_2PP_2Co_7.data;;51;1728;1685;735;3601.04;3561.86;39.1474;9440;21294;0.0248843
