;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_20C_2H_2PP_2Co_10.data;UNK;;2037;1334;;14377.1;;;;;0.345115
Inst_2P_20C_2H_2PP_2Co_12.data;UNK;;13124;2296;;14367.6;;;;;0.825053
Inst_2P_20C_2H_2PP_2Co_13.data;UNK;;2564;1570;;14374.2;;;;;0.387676
Inst_2P_20C_2H_2PP_2Co_16.data;UNK;;2531;1604;;14370.4;;;;;0.366258
Inst_2P_20C_2H_2PP_2Co_17.data;UNK;;2714;1608;;14372.7;;;;;0.407517
Inst_2P_20C_2H_2PP_2Co_18.data;UNK;;2735;1538;;14371.4;;;;;0.43766
Inst_2P_20C_2H_2PP_2Co_19.data;UNK;;2506;1470;;14378.9;;;;;0.413408
Inst_2P_20C_2H_2PP_2Co_2.data;UNK;;2638;1285;;12535.1;;;;;0.512889
Inst_2P_20C_2H_2PP_2Co_6.data;UNK;;22451;1599;;12749.1;;;;;0.928778
Inst_2P_20C_2H_2PP_2Co_7.data;UNK;;2363;1317;;13115.2;;;;;0.442658
