;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_20C_2H_2PP_2Co_10.data;;37;1635;1534;780;3601.06;3599.32;1.73627;2107;8847;0.0617737
Inst_2P_20C_2H_2PP_2Co_12.data;OPT;32;2754;2754;1525;48.323;46.5771;1.73434;1776;7071;0
Inst_2P_20C_2H_2PP_2Co_13.data;;95;2011;1896;954;3601.04;3595.23;5.7837;8988;19223;0.0571855
Inst_2P_20C_2H_2PP_2Co_16.data;OPT;36;2307;2307;972;26.1257;24.9775;1.14105;1225;5795;0
Inst_2P_20C_2H_2PP_2Co_17.data;;54;2323;2186;1204;3601.03;3599.21;1.80601;3708;8942;0.0589755
Inst_2P_20C_2H_2PP_2Co_18.data;;51;2153;2099;972;3601.02;3598.98;2.02934;3354;9474;0.0250813
Inst_2P_20C_2H_2PP_2Co_19.data;OPT;104;1997;1997;1091;2091.47;2085.49;5.94959;8065;15850;0
Inst_2P_20C_2H_2PP_2Co_2.data;;148;1949;1896;863;3601.04;3594.16;6.85116;6165;18896;0.0271934
Inst_2P_20C_2H_2PP_2Co_6.data;;52;2261;2188;1077;3601.02;3597.98;3.0273;4428;13684;0.0322866
Inst_2P_20C_2H_2PP_2Co_7.data;OPT;37;1728;1728;735;3588.49;3587.01;1.46274;1744;7130;0
