;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_10C_2H_2PP_2Co_11.data;OPT;38;1988;1988;1018;882.771;881.974;0.786778;3278;5943;0
Inst_4P_10C_2H_2PP_2Co_12.data;;44;10000;2046;1116;3601.02;3599.97;1.0364;6529;4416;0.7954
Inst_4P_10C_2H_2PP_2Co_14.data;;24;10000;1879;905;3601.02;3600.49;0.515502;3848;3839;0.8121
Inst_4P_10C_2H_2PP_2Co_16.data;;31;10000;1892;800;3601.03;3600.48;0.536959;5700;5095;0.8108
Inst_4P_10C_2H_2PP_2Co_1.data;;39;10000;1587;703;3601.03;3600.21;0.812178;5202;4838;0.8413
Inst_4P_10C_2H_2PP_2Co_20.data;;50;10000;2145;779;3601.02;3600.36;0.645152;7830;5295;0.7855
Inst_4P_10C_2H_2PP_2Co_22.data;;70;10000;2062;837;3601.02;3600.03;0.974245;7509;6239;0.7938
Inst_4P_10C_2H_2PP_2Co_4.data;OPT;26;1744;1744;704;105.11;104.862;0.241931;2595;3238;0
Inst_4P_10C_2H_2PP_2Co_5.data;;62;10000;1747;848;3601.03;3600;1.01093;6680;5954;0.8253
Inst_4P_10C_2H_2PP_2Co_9.data;OPT;62;1907;1907;823;2266.71;2265.96;0.735286;5171;5737;0
