;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_10C_2H_2PP_2Co_11.data;OPT;11;1988;1988;1018;7.26994;6.85415;0.410898;1148;4103;0
Inst_4P_10C_2H_2PP_2Co_12.data;OPT;17;2228;2228;1116;253.576;252.998;0.572867;2899;5229;0
Inst_4P_10C_2H_2PP_2Co_14.data;OPT;14;2090;2090;905;166.368;165.399;0.960289;4600;9949;0
Inst_4P_10C_2H_2PP_2Co_16.data;OPT;13;2012;2012;800;495.719;495.033;0.6783;5378;9455;0
Inst_4P_10C_2H_2PP_2Co_1.data;OPT;15;1695;1695;703;975.491;974.666;0.818496;4392;7168;0
Inst_4P_10C_2H_2PP_2Co_20.data;OPT;11;2236;2236;779;125.265;124.842;0.416861;4890;6137;0
Inst_4P_10C_2H_2PP_2Co_22.data;OPT;10;2097;2097;837;47.3601;47.0802;0.274746;3068;7968;0
Inst_4P_10C_2H_2PP_2Co_4.data;OPT;5;1744;1744;704;3.01454;2.79636;0.214786;2205;4396;0
Inst_4P_10C_2H_2PP_2Co_5.data;OPT;10;1839;1839;848;66.6273;66.0132;0.60867;4020;6299;0
Inst_4P_10C_2H_2PP_2Co_9.data;OPT;10;1907;1907;823;31.6523;31.343;0.30588;1024;3659;0
