;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_10C_2H_2PP_2Co_11.data;OPT;19;1988;1988;1018;8.68075;8.16698;0.508085;900;2315;0
Inst_4P_10C_2H_2PP_2Co_12.data;OPT;22;2228;2228;1116;75.8351;74.4644;1.3644;3007;3842;0
Inst_4P_10C_2H_2PP_2Co_14.data;OPT;25;2090;2090;905;43.5448;42.3599;1.17823;2494;4563;0
Inst_4P_10C_2H_2PP_2Co_16.data;OPT;29;2012;2012;722;129.062;127.543;1.51141;3854;4796;0
Inst_4P_10C_2H_2PP_2Co_1.data;OPT;28;1695;1695;703;263.302;262.316;0.97771;2688;4074;0
Inst_4P_10C_2H_2PP_2Co_20.data;OPT;21;2236;2236;766;95.9997;95.6929;0.30088;3840;3851;0
Inst_4P_10C_2H_2PP_2Co_22.data;OPT;20;2097;2097;768;29.2194;28.9717;0.242319;2100;3501;0
Inst_4P_10C_2H_2PP_2Co_4.data;OPT;19;1744;1744;704;4.32626;4.18727;0.135763;935;1934;0
Inst_4P_10C_2H_2PP_2Co_5.data;OPT;18;1839;1839;848;36.2849;35.894;0.384196;2405;3963;0
Inst_4P_10C_2H_2PP_2Co_9.data;OPT;23;1907;1907;815;21.2862;20.9018;0.380036;641;2390;0
