;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_10C_2H_2PP_2Co_11.data;OPT;10;1988;1988;1018;19.7844;8.89356;10.8846;1028;5089;0
Inst_4P_10C_2H_2PP_2Co_12.data;OPT;14;2228;2228;1116;143.258;124.92;18.3254;3217;5686;0
Inst_4P_10C_2H_2PP_2Co_14.data;OPT;17;2090;2090;905;196.195;173.023;23.1568;3122;6383;0
Inst_4P_10C_2H_2PP_2Co_16.data;OPT;19;2012;2012;722;683.15;661.857;21.282;5199;7963;0
Inst_4P_10C_2H_2PP_2Co_1.data;OPT;13;1695;1695;703;642.028;628.734;13.2841;2538;5987;0
Inst_4P_10C_2H_2PP_2Co_20.data;OPT;14;2236;2236;766;217.907;201.461;16.4354;3930;7926;0
Inst_4P_10C_2H_2PP_2Co_22.data;OPT;17;2097;2097;768;68.214;52.6549;15.5512;1939;4861;0
Inst_4P_10C_2H_2PP_2Co_4.data;OPT;12;1744;1744;704;15.9788;5.45543;10.5178;1120;4186;0
Inst_4P_10C_2H_2PP_2Co_5.data;OPT;16;1839;1839;848;102.045;82.7534;19.2809;2310;5521;0
Inst_4P_10C_2H_2PP_2Co_9.data;OPT;14;1907;1907;815;56.0235;41.5606;14.4547;664;3593;0
