;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_10C_2H_2PP_2Co_11.data;OPT;19;1988;1988;1018;34.4912;32.8945;1.58444;5170;12728;0
Inst_4P_10C_2H_2PP_2Co_12.data;OPT;67;2228;2228;1116;614.15;611.281;2.8476;20158;25731;0
Inst_4P_10C_2H_2PP_2Co_14.data;OPT;50;2090;2090;905;1528.31;1522.92;5.36993;13766;21882;0
Inst_4P_10C_2H_2PP_2Co_16.data;OPT;31;2012;2012;722;932.903;929.674;3.20533;19598;24817;0
Inst_4P_10C_2H_2PP_2Co_1.data;;35;1695;1653;703;3601.03;3597.29;3.72172;14244;23995;0.0247788
Inst_4P_10C_2H_2PP_2Co_20.data;OPT;32;2236;2236;766;146.226;144.262;1.94431;14970;20424;0
Inst_4P_10C_2H_2PP_2Co_22.data;OPT;40;2097;2097;768;993.923;991.247;2.66138;8883;17719;0
Inst_4P_10C_2H_2PP_2Co_4.data;OPT;23;1744;1744;704;28.0699;27.1825;0.878919;3590;7998;0
Inst_4P_10C_2H_2PP_2Co_5.data;OPT;31;1839;1839;848;466.773;464.82;1.93572;12760;17492;0
Inst_4P_10C_2H_2PP_2Co_9.data;OPT;36;1907;1907;815;40.4011;38.4591;1.92522;5988;15037;0
