;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_10C_2H_2PP_2Co_11.data;OPT;16;1988;1988;1018;6.53439;6.03476;0.494949;690;2700;0
Inst_4P_10C_2H_2PP_2Co_12.data;OPT;27;2228;2228;1116;95.9559;95.2237;0.727137;1327;3782;0
Inst_4P_10C_2H_2PP_2Co_14.data;OPT;32;2090;2090;905;101.492;100.534;0.95167;1598;5167;0
Inst_4P_10C_2H_2PP_2Co_16.data;OPT;32;2012;2012;722;354.053;353.365;0.680187;1904;4356;0
Inst_4P_10C_2H_2PP_2Co_1.data;OPT;38;1695;1695;703;448.093;446.277;1.80635;1902;7663;0
Inst_4P_10C_2H_2PP_2Co_20.data;OPT;26;2236;2236;766;96.5227;95.7263;0.78869;2130;7680;0
Inst_4P_10C_2H_2PP_2Co_22.data;OPT;25;2097;2097;768;45.8888;45.2391;0.644529;1380;5135;0
Inst_4P_10C_2H_2PP_2Co_4.data;OPT;21;1744;1744;704;5.55248;5.30325;0.244559;815;2325;0
Inst_4P_10C_2H_2PP_2Co_5.data;OPT;23;1839;1839;848;72.6765;72.0743;0.595795;1070;4251;0
Inst_4P_10C_2H_2PP_2Co_9.data;OPT;21;1907;1907;815;26.2193;25.8152;0.399389;671;3134;0
