;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_30C_2H_2PP_2Co_10.data;UNK;;2946;1376;;3586.42;;;;;0.532926
Inst_2P_30C_2H_2PP_2Co_1.data;UNK;;4097;1899;;3589.21;;;;;0.53649
Inst_2P_30C_2H_2PP_2Co_2.data;UNK;;2996;1764;;3587.79;;;;;0.411215
Inst_2P_30C_2H_2PP_2Co_3.data;UNK;;3712;2364;;3585.66;;;;;0.363147
Inst_2P_30C_2H_2PP_2Co_4.data;UNK;;3900;2641;;3572.31;;;;;0.322821
Inst_2P_30C_2H_2PP_2Co_5.data;UNK;;3391;2255;;3583.96;;;;;0.335004
Inst_2P_30C_2H_2PP_2Co_6.data;UNK;;3407;2096;;3576.03;;;;;0.384796
Inst_2P_30C_2H_2PP_2Co_7.data;UNK;;3419;1852;;3580.58;;;;;0.458321
Inst_2P_30C_2H_2PP_2Co_8.data;UNK;;4020;2393;;3581;;;;;0.404726
Inst_2P_30C_2H_2PP_2Co_9.data;UNK;;3498;2317;;3581.16;;;;;0.337621
