;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_30C_2H_2PP_2Co_10.data;;87;2374;1938;1380;3608.91;2526.28;1082.58;13470;42028;0.183656
Inst_2P_30C_2H_2PP_2Co_1.data;;70;3278;2893;1903;3601.05;3181.18;419.831;18429;33099;0.11745
Inst_2P_30C_2H_2PP_2Co_2.data;;64;2265;1900;1251;3601.05;3419.77;181.238;18366;29004;0.161148
Inst_2P_30C_2H_2PP_2Co_3.data;;97;3007;2561;1858;3601.07;2309.18;1291.83;24015;46392;0.148321
Inst_2P_30C_2H_2PP_2Co_4.data;;89;3092;2736;1873;3602.41;2970.74;631.595;26404;50054;0.115136
Inst_2P_30C_2H_2PP_2Co_5.data;;78;2863;2408;1481;3601.09;2999.86;601.155;35610;65522;0.158924
Inst_2P_30C_2H_2PP_2Co_6.data;;90;2705;2279;1489;3601.06;3065.51;535.5;17430;35403;0.157486
Inst_2P_30C_2H_2PP_2Co_7.data;;60;2433;2132;1342;3601.05;2994.51;606.495;14216;34651;0.123716
Inst_2P_30C_2H_2PP_2Co_8.data;;115;3009;2532;1790;3601.08;2927.22;673.792;21690;53550;0.158524
Inst_2P_30C_2H_2PP_2Co_9.data;;71;2849;2511;1730;3601.05;3003.06;597.954;14659;31446;0.118638
