;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_30C_2H_2PP_2Co_10.data;;50;2399;1954;1380;3601.07;2102.47;1498.55;18120;51194;0.185494
Inst_2P_30C_2H_2PP_2Co_1.data;;61;3367;2817;1903;3601.07;1954.21;1646.8;28410;47060;0.16335
Inst_2P_30C_2H_2PP_2Co_2.data;;73;2300;1900;1251;3929.7;2200.85;1728.8;22212;36129;0.173913
Inst_2P_30C_2H_2PP_2Co_3.data;;99;2990;2635;1858;3601.08;3063.3;537.711;33045;56582;0.118729
Inst_2P_30C_2H_2PP_2Co_4.data;;68;3082;2746;1873;3607.81;3177.66;430.104;15601;35340;0.10902
Inst_2P_30C_2H_2PP_2Co_5.data;;47;2669;2403;1481;3601.06;3231.18;369.835;22275;42633;0.0996628
Inst_2P_30C_2H_2PP_2Co_6.data;;85;2729;2290;1489;3735.7;2922.8;812.839;17322;36816;0.160865
Inst_2P_30C_2H_2PP_2Co_7.data;;73;2447;2066;1342;3601.06;2819.3;781.709;19136;46998;0.155701
Inst_2P_30C_2H_2PP_2Co_8.data;;99;2995;2535;1790;3601.08;2992.2;608.813;21075;53968;0.153589
Inst_2P_30C_2H_2PP_2Co_9.data;;75;2821;2495;1730;3601.06;2759.85;841.152;25508;46295;0.115562
