;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_30C_2H_2PP_2Co_10.data;;28;10000;1851;1382;3601.03;3572.98;28.0386;1140;4100;0.8149
Inst_2P_30C_2H_2PP_2Co_1.data;;74;10000;2543;1907;3601.64;3527.73;73.8919;3570;4391;0.7457
Inst_2P_30C_2H_2PP_2Co_2.data;;52;10000;1663;1251;3601.03;3582.8;18.2124;2037;3099;0.8337
Inst_2P_30C_2H_2PP_2Co_3.data;;98;10000;2497;1883;3601.03;3550.2;50.8095;4530;4827;0.7503
Inst_2P_30C_2H_2PP_2Co_4.data;;44;10000;2571;1873;3601.03;3560.37;40.6448;2378;4011;0.7429
Inst_2P_30C_2H_2PP_2Co_5.data;;37;10000;2222;1481;3601.02;3564.26;36.7512;2175;5052;0.7778
Inst_2P_30C_2H_2PP_2Co_6.data;;57;10000;2059;1493;3601.02;3590.76;10.2473;2178;4164;0.7941
Inst_2P_30C_2H_2PP_2Co_7.data;;51;10000;1975;1356;3601.03;3567.81;33.2087;1953;4647;0.8025
Inst_2P_30C_2H_2PP_2Co_8.data;;33;10000;2446;1796;3601.03;3577.95;23.0767;1580;3606;0.7554
Inst_2P_30C_2H_2PP_2Co_9.data;;35;10000;2337;1730;3601.02;3579.86;21.1492;1695;4485;0.7663
