;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_30C_2H_2PP_3Co_10.data;;44;4820;3935;2312;3601.05;3583.97;17.0469;34120;35688;0.18361
Inst_6P_30C_2H_2PP_3Co_12.data;;69;4369;4093;2440;3601.07;3581.93;19.0965;27443;26125;0.0631723
Inst_6P_30C_2H_2PP_3Co_14.data;;45;4832;4362;2579;3601.09;3589.68;11.3727;16307;23051;0.0972682
Inst_6P_30C_2H_2PP_3Co_20.data;;53;3899;3510;1963;3601.09;3582.75;18.3002;23357;34165;0.0997692
Inst_6P_30C_2H_2PP_3Co_22.data;;76;5203;3124;1881;3601.09;3573.95;27.0884;39064;38002;0.399577
Inst_6P_30C_2H_2PP_3Co_25.data;;47;4396;3985;2198;3601.07;3590.73;10.3102;19779;19039;0.0934941
Inst_6P_30C_2H_2PP_3Co_26.data;;48;4540;3860;2461;3601.08;3587.39;13.6583;23038;26482;0.14978
Inst_6P_30C_2H_2PP_3Co_29.data;;50;5036;4428;2501;3601.06;3592.51;8.52409;23983;18514;0.120731
Inst_6P_30C_2H_2PP_3Co_2.data;;45;4714;2853;1705;3601.08;3574.16;26.8786;42350;42002;0.394782
Inst_6P_30C_2H_2PP_3Co_3.data;;53;4003;3630;1871;3601.07;3587.59;13.444;30828;26120;0.0931801
