;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_30C_2H_2PP_3Co_10.data;;31;10000;3544;2313;3601.16;3593.14;7.99211;12158;9335;0.6456
Inst_6P_30C_2H_2PP_3Co_12.data;;12;10000;3778;2442;3601.14;3599.55;1.58119;3525;6031;0.6222
Inst_6P_30C_2H_2PP_3Co_14.data;;14;10000;3951;2579;3601.15;3598.77;2.36826;3825;7381;0.6049
Inst_6P_30C_2H_2PP_3Co_20.data;;10;10000;2966;1963;3601.14;3600.3;0.832473;3354;6060;0.7034
Inst_6P_30C_2H_2PP_3Co_22.data;;11;10000;2788;1881;3601.11;3598.06;3.03552;4323;6508;0.7212
Inst_6P_30C_2H_2PP_3Co_25.data;;11;10000;3369;2201;3601.16;3599.27;1.87938;3890;5912;0.6631
Inst_6P_30C_2H_2PP_3Co_26.data;;13;10000;3583;2462;3601.11;3599.07;2.03431;3912;6862;0.6417
Inst_6P_30C_2H_2PP_3Co_29.data;;12;10000;3848;2501;3601.14;3599.81;1.32327;3803;6494;0.6152
Inst_6P_30C_2H_2PP_3Co_2.data;;13;10000;2567;1709;3601.08;3598.79;2.27401;3927;6895;0.7433
Inst_6P_30C_2H_2PP_3Co_3.data;;16;10000;3038;1878;3601.07;3598.53;2.52795;4856;7249;0.6962
