;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_30C_2H_2PP_3Co_10.data;;30;5897;2313;2313;3601.07;3598.47;2.58793;14700;3017;0.607767
Inst_6P_30C_2H_2PP_3Co_12.data;;19;5469;3447;2442;3601.05;3598.88;2.15944;8429;12953;0.36972
Inst_6P_30C_2H_2PP_3Co_14.data;;22;5678;3880;2579;3601.07;3598.91;2.14176;7298;15916;0.316661
Inst_6P_30C_2H_2PP_3Co_20.data;;32;5261;3030;1963;3601.05;3599.08;1.95357;8044;16785;0.424064
Inst_6P_30C_2H_2PP_3Co_22.data;;57;5165;2857;1881;3601.09;3595.9;5.16559;16490;18489;0.446854
Inst_6P_30C_2H_2PP_3Co_25.data;;41;5835;3688;2201;3601.08;3597.46;3.60105;13854;14301;0.367952
Inst_6P_30C_2H_2PP_3Co_26.data;;51;5434;3335;2462;3601.09;3596.03;5.0353;12987;17962;0.386272
Inst_6P_30C_2H_2PP_3Co_29.data;;33;6482;3937;2501;3601.08;3598.87;2.2005;10974;16152;0.392626
Inst_6P_30C_2H_2PP_3Co_2.data;;18;4714;2266;1709;3601.06;3599.24;1.80776;10442;13760;0.519304
Inst_6P_30C_2H_2PP_3Co_3.data;;27;5380;2973;1878;3601.07;3598.53;2.53476;8292;14072;0.447398
