;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_30C_2H_2PP_3Co_10.data;;118;5897;3731;2312;3601.15;3488.52;112.505;92670;65545;0.367305
Inst_6P_30C_2H_2PP_3Co_12.data;;103;5001;3839;2440;3601.29;3458.31;142.834;81615;89261;0.232354
Inst_6P_30C_2H_2PP_3Co_14.data;;127;5678;4068;2579;3601.21;3470.14;130.963;72062;82059;0.283551
Inst_6P_30C_2H_2PP_3Co_20.data;;95;5155;3171;1963;3601.34;3491.91;109.302;75908;63961;0.384869
Inst_6P_30C_2H_2PP_3Co_22.data;;116;5203;2905;1881;3601.25;3473.1;127.978;92693;45397;0.441668
Inst_6P_30C_2H_2PP_3Co_25.data;;126;5835;3716;2198;3601.18;3434.99;166.068;92689;80699;0.363153
Inst_6P_30C_2H_2PP_3Co_26.data;;123;5434;3609;2461;3601.21;3476.75;124.336;58888;52431;0.335848
Inst_6P_30C_2H_2PP_3Co_29.data;;122;6482;4060;2501;3601.24;3458.54;142.541;103370;74523;0.37365
Inst_6P_30C_2H_2PP_3Co_2.data;;116;4714;2648;1705;3601.46;3470.5;130.738;84282;58815;0.438269
Inst_6P_30C_2H_2PP_3Co_3.data;;63;5380;3377;1871;3601.39;3426.93;174.266;81621;86148;0.372305
