;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_30C_2H_2PP_3Co_10.data;;51;5163;3828;2312;3601.06;3594.17;6.87068;11530;19789;0.258571
Inst_6P_30C_2H_2PP_3Co_12.data;;92;4401;3985;2440;3601.09;3590.91;10.1452;12803;27254;0.094524
Inst_6P_30C_2H_2PP_3Co_14.data;;59;4781;4306;2579;3601.07;3592.89;8.16344;9159;23425;0.0993516
Inst_6P_30C_2H_2PP_3Co_20.data;;86;4008;3414;1963;3601.09;3590.69;10.3603;11230;28407;0.148204
Inst_6P_30C_2H_2PP_3Co_22.data;;83;4184;3031;1881;3601.07;3591.3;9.73997;14864;15087;0.275574
Inst_6P_30C_2H_2PP_3Co_25.data;;74;4367;3949;2198;3601.11;3591.84;9.24057;12417;25751;0.0957179
Inst_6P_30C_2H_2PP_3Co_26.data;;87;4510;3840;2461;3601.06;3574.17;26.8512;14431;33201;0.148559
Inst_6P_30C_2H_2PP_3Co_29.data;;74;5007;4261;2501;3601.08;3592.95;8.09476;13803;23363;0.148991
Inst_6P_30C_2H_2PP_3Co_2.data;;53;4714;2743;1705;3601.06;3593.35;7.68901;9188;17134;0.418116
Inst_6P_30C_2H_2PP_3Co_3.data;;78;4426;3425;1871;3601.07;3591.07;9.95626;14706;28853;0.226164
