;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_20C_2H_2PP_2Co_10.data;UNK;;3865;2311;;3596.02;;;;;0.40207
Inst_4P_20C_2H_2PP_2Co_11.data;UNK;;3971;2280;;3595.9;;;;;0.425837
Inst_4P_20C_2H_2PP_2Co_12.data;UNK;;3759;1839;;3596.8;;;;;0.510774
Inst_4P_20C_2H_2PP_2Co_14.data;UNK;;4190;2340;;3594.63;;;;;0.441527
Inst_4P_20C_2H_2PP_2Co_2.data;UNK;;4240;2185;;3596.1;;;;;0.48467
Inst_4P_20C_2H_2PP_2Co_4.data;UNK;;3772;2242;;3595.78;;;;;0.40562
Inst_4P_20C_2H_2PP_2Co_5.data;UNK;;3914;2502;;3595.79;;;;;0.360756
Inst_4P_20C_2H_2PP_2Co_6.data;UNK;;4115;2125;;3594.81;;;;;0.483597
Inst_4P_20C_2H_2PP_2Co_7.data;UNK;;3884;2301;;3595.38;;;;;0.40757
Inst_4P_20C_2H_2PP_2Co_8.data;UNK;;3761;2190;;3594.34;;;;;0.417708
