;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_20C_2H_2PP_2Co_10.data;;80;2894;2522;1758;3601.06;2885.37;715.648;6553;18551;0.128542
Inst_4P_20C_2H_2PP_2Co_11.data;;53;2975;2455;1549;3601.06;3421.83;179.194;15709;31313;0.17479
Inst_4P_20C_2H_2PP_2Co_12.data;;63;3429;2617;1839;3601.06;3195.6;405.411;26811;42852;0.236804
Inst_4P_20C_2H_2PP_2Co_14.data;;38;2932;2594;1667;3601.04;3430.89;170.12;14759;25986;0.11528
Inst_4P_20C_2H_2PP_2Co_2.data;;76;2875;2453;1472;3601.06;3449.87;151.134;27378;40987;0.146783
Inst_4P_20C_2H_2PP_2Co_4.data;;42;2857;2366;1501;3601.87;3237.73;364.092;17753;40735;0.171859
Inst_4P_20C_2H_2PP_2Co_5.data;;99;3158;2652;1887;3605.19;2642.76;962.365;19067;41832;0.160228
Inst_4P_20C_2H_2PP_2Co_6.data;;47;2766;2472;1378;3601.04;3527.03;73.9787;10800;22759;0.106291
Inst_4P_20C_2H_2PP_2Co_7.data;;31;2944;2475;1530;3601.04;3457.84;143.174;12153;20136;0.159307
Inst_4P_20C_2H_2PP_2Co_8.data;;53;2800;2337;1540;3601.06;3428.3;172.718;17215;37257;0.165357
