;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_20C_2H_2PP_2Co_10.data;;57;2850;2531;1758;14400;13828;572.032;7277;23542;0.11193
Inst_4P_20C_2H_2PP_2Co_11.data;;49;2903;2478;1549;14400.1;14078;322.033;16537;39983;0.1464
Inst_4P_20C_2H_2PP_2Co_12.data;;62;3097;2726;1839;14400.1;13578.2;821.786;21006;37846;0.119793
Inst_4P_20C_2H_2PP_2Co_14.data;;44;2891;2678;1667;14400;14179.2;220.839;12064;25796;0.0736769
Inst_4P_20C_2H_2PP_2Co_2.data;;67;2888;2551;1472;14400.1;14213.3;186.752;27505;42131;0.11669
Inst_4P_20C_2H_2PP_2Co_4.data;;64;2766;2367;1501;14400.1;12155.2;2244.82;15482;32291;0.144252
Inst_4P_20C_2H_2PP_2Co_5.data;;112;3079;2723;1887;14400.1;12941.2;1458.81;25283;51117;0.115622
Inst_4P_20C_2H_2PP_2Co_6.data;;59;2747;2569;1378;14400.1;14288.1;111.913;14971;35936;0.064798
Inst_4P_20C_2H_2PP_2Co_7.data;;46;2893;2537;1530;14400.1;14231.3;168.804;20247;31766;0.123056
Inst_4P_20C_2H_2PP_2Co_8.data;;72;2760;2309;1540;14400.1;13932.7;467.338;10964;31664;0.163406
