;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_20C_2H_2PP_2Co_10.data;;32;2885;2513;1758;3601.05;3243.71;357.303;8636;30637;0.128943
Inst_4P_20C_2H_2PP_2Co_11.data;;33;2901;2444;1549;3601.05;3435.1;165.912;13263;33818;0.157532
Inst_4P_20C_2H_2PP_2Co_12.data;;52;3264;2626;1839;3601.08;3025.53;575.484;28761;46532;0.195466
Inst_4P_20C_2H_2PP_2Co_14.data;;32;2891;2594;1667;3601.05;3382.26;218.752;14801;27801;0.102733
Inst_4P_20C_2H_2PP_2Co_2.data;;49;2972;2497;1472;3601.06;3448.42;152.585;25720;43425;0.159825
Inst_4P_20C_2H_2PP_2Co_4.data;;53;2865;2314;1501;3601.07;2913.87;687.133;21049;50682;0.192321
Inst_4P_20C_2H_2PP_2Co_5.data;;77;3160;2664;1887;3601.09;2861.2;739.812;24286;56336;0.156962
Inst_4P_20C_2H_2PP_2Co_6.data;;28;2747;2447;1378;3601.05;3517.38;83.6299;14087;28301;0.10921
Inst_4P_20C_2H_2PP_2Co_7.data;;40;2880;2454;1530;3601.05;3486.19;114.821;17012;27233;0.147917
Inst_4P_20C_2H_2PP_2Co_8.data;;52;2821;2257;1540;3601.06;3428.9;172.114;14248;37969;0.199929
