;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_20C_2H_2PP_2Co_10.data;;51;3067;2332;1758;3601.13;2842.48;758.533;17675;57845;0.239648
Inst_4P_20C_2H_2PP_2Co_11.data;;81;3221;2255;1549;3601.09;3275.59;325.423;25340;51188;0.299907
Inst_4P_20C_2H_2PP_2Co_12.data;;77;3750;2442;1839;3601.11;3126.93;474.088;22812;49609;0.3488
Inst_4P_20C_2H_2PP_2Co_14.data;;91;3274;2401;1667;3601.15;3155.28;445.746;26720;48842;0.266646
Inst_4P_20C_2H_2PP_2Co_2.data;;70;3360;2306;1472;3601.12;3380.43;220.596;26460;44597;0.31369
Inst_4P_20C_2H_2PP_2Co_4.data;;64;3161;2224;1501;3606.84;2884.36;722.361;26282;58603;0.296425
Inst_4P_20C_2H_2PP_2Co_5.data;;71;3387;2487;1887;3601.11;3098.47;502.555;23017;54649;0.265722
Inst_4P_20C_2H_2PP_2Co_6.data;;56;3187;2237;1378;3601.21;3276.62;324.464;32758;59207;0.298086
Inst_4P_20C_2H_2PP_2Co_7.data;;62;3236;2280;1530;3601.14;3416.78;184.265;21128;42590;0.295426
Inst_4P_20C_2H_2PP_2Co_8.data;;47;3118;2200;1540;3601.12;3287.47;313.554;24185;53710;0.294419
