;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_20C_2H_2PP_2Co_10.data;;83;2890;2408;1758;3601.03;3375.03;225.98;2384;11816;0.166782
Inst_4P_20C_2H_2PP_2Co_11.data;;121;3035;2322;1549;3601.04;3457.29;143.721;5070;16821;0.234926
Inst_4P_20C_2H_2PP_2Co_12.data;;127;3256;2564;1839;3601.04;3072.36;528.644;6051;19145;0.212531
Inst_4P_20C_2H_2PP_2Co_14.data;;151;3040;2402;1667;3601.06;3371.54;229.471;8339;26340;0.209868
Inst_4P_20C_2H_2PP_2Co_2.data;;139;2993;2384;1472;3601.05;3517.4;83.6115;6230;19878;0.203475
Inst_4P_20C_2H_2PP_2Co_4.data;;105;2878;2279;1501;3601.04;3262.52;338.492;5072;18272;0.208131
Inst_4P_20C_2H_2PP_2Co_5.data;;204;3140;2525;1887;3601.07;2847.54;753.47;8721;31932;0.19586
Inst_4P_20C_2H_2PP_2Co_6.data;;123;2776;2339;1378;3605.43;3556.24;49.1556;5594;20026;0.157421
Inst_4P_20C_2H_2PP_2Co_7.data;;151;2887;2292;1530;3603.76;3557.54;46.1776;6981;20781;0.206096
Inst_4P_20C_2H_2PP_2Co_8.data;;130;2926;2197;1540;3601.04;3453.19;147.817;5917;22380;0.249146
