;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_20C_2H_2PP_2Co_10.data;;15;3113;2570;1762;3601.02;3560.91;40.1084;1639;8977;0.17443
Inst_4P_20C_2H_2PP_2Co_11.data;;13;3132;2531;1555;3601.03;3587.19;13.8286;2500;9093;0.19189
Inst_4P_20C_2H_2PP_2Co_12.data;;13;3484;2656;1871;3601.02;3591.43;9.576;2076;7428;0.237658
Inst_4P_20C_2H_2PP_2Co_14.data;;12;3100;2546;1675;3601.02;3588.95;12.06;2747;7180;0.17871
Inst_4P_20C_2H_2PP_2Co_2.data;;12;3061;2570;1517;3601.02;3585.22;15.792;4506;12462;0.160405
Inst_4P_20C_2H_2PP_2Co_4.data;;6;3772;1949;1514;3601.02;3599.76;1.2498;996;6538;0.483298
Inst_4P_20C_2H_2PP_2Co_5.data;;8;3591;2622;1926;3601.01;3582.63;18.3831;1669;5591;0.269841
Inst_4P_20C_2H_2PP_2Co_6.data;;16;3058;2507;1410;3601.02;3592.45;8.56445;3528;9205;0.180183
Inst_4P_20C_2H_2PP_2Co_7.data;;16;3884;2411;1530;3601.02;3597.55;3.46179;2261;7182;0.379248
Inst_4P_20C_2H_2PP_2Co_8.data;;8;3130;2308;1540;3601.02;3531.87;69.1365;2365;9402;0.26262
