;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_10C_1H_2PP_2Co_10.data;;15;2382;2263;906;3601.01;3600.51;0.490264;4034;5023;0.049958
Inst_4P_10C_1H_2PP_2Co_11.data;OPT;15;2090;2090;868;188.811;188.421;0.384689;3433;3603;0
Inst_4P_10C_1H_2PP_2Co_12.data;OPT;27;1589;1589;672;169.579;168.781;0.791994;2326;3571;0
Inst_4P_10C_1H_2PP_2Co_13.data;OPT;21;1933;1933;812;231.948;231.207;0.734763;4740;3637;0
Inst_4P_10C_1H_2PP_2Co_14.data;OPT;22;2079;2079;1064;201.745;200.776;0.963464;2880;6141;0
Inst_4P_10C_1H_2PP_2Co_1.data;OPT;24;1465;1465;656;60.2402;59.2395;0.991878;3870;7096;0
Inst_4P_10C_1H_2PP_2Co_2.data;OPT;22;1851;1851;768;165.039;164.45;0.583223;1890;3145;0
Inst_4P_10C_1H_2PP_2Co_4.data;OPT;22;1825;1825;653;2121.03;2120.09;0.932234;4661;5431;0
Inst_4P_10C_1H_2PP_2Co_5.data;OPT;20;2139;2139;1001;372.139;370.636;1.49903;2570;3789;0
Inst_4P_10C_1H_2PP_2Co_7.data;OPT;24;2102;2102;919;280.762;280.022;0.734416;3635;4519;0
