;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_10C_1H_2PP_2Co_10.data;;154;10000;1838;988;3601.04;3595.83;5.17926;28397;3788;0.8162
Inst_4P_10C_1H_2PP_2Co_11.data;;239;10000;1691;887;3601.06;3595.99;5.01565;30852;10677;0.8309
Inst_4P_10C_1H_2PP_2Co_12.data;;106;10000;1488;672;3601.02;3599.53;1.47317;7980;7287;0.8512
Inst_4P_10C_1H_2PP_2Co_13.data;;94;10000;1639;812;3601.03;3598.77;2.2414;16620;4805;0.8361
Inst_4P_10C_1H_2PP_2Co_14.data;;29;10000;1712;1075;3601.02;3600.13;0.875504;5700;4084;0.8288
Inst_4P_10C_1H_2PP_2Co_1.data;;136;10000;1191;659;3601.03;3597.81;3.19441;18215;10297;0.8809
Inst_4P_10C_1H_2PP_2Co_2.data;;60;10000;1764;810;3601.02;3599.87;1.13662;8400;5691;0.8236
Inst_4P_10C_1H_2PP_2Co_4.data;;69;10000;1482;661;3601.02;3599.72;1.28517;10424;5774;0.8518
Inst_4P_10C_1H_2PP_2Co_5.data;;60;10000;1791;1041;3601.02;3599.59;1.4174;10267;4080;0.8209
Inst_4P_10C_1H_2PP_2Co_7.data;;89;10000;1695;940;3604.14;3601.33;2.79647;13230;3227;0.8305
