;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_10C_1H_2PP_2Co_10.data;;13;2382;2144;906;3601.01;3600.7;0.301355;3764;4618;0.099916
Inst_4P_10C_1H_2PP_2Co_11.data;OPT;16;2090;2090;868;272.583;272.366;0.213079;3334;3243;0
Inst_4P_10C_1H_2PP_2Co_12.data;OPT;26;1589;1589;672;131.132;130.571;0.554248;2033;2719;0
Inst_4P_10C_1H_2PP_2Co_13.data;OPT;22;1933;1933;812;282.242;281.619;0.616175;5250;3440;0
Inst_4P_10C_1H_2PP_2Co_14.data;OPT;24;2079;2079;1064;362.289;360.841;1.44164;2730;5358;0
Inst_4P_10C_1H_2PP_2Co_1.data;OPT;24;1465;1465;656;139.842;139.238;0.598185;2650;4224;0
Inst_4P_10C_1H_2PP_2Co_2.data;OPT;25;1851;1851;768;159.351;158.583;0.760926;1980;3145;0
Inst_4P_10C_1H_2PP_2Co_4.data;OPT;19;1825;1825;653;367.114;366.439;0.66747;5081;5535;0
Inst_4P_10C_1H_2PP_2Co_5.data;OPT;24;2139;2139;1001;240.877;239.8;1.07281;2457;3259;0
Inst_4P_10C_1H_2PP_2Co_7.data;OPT;25;2102;2102;919;1525.18;1524.66;0.513765;3420;3892;0
