;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_10C_1H_2PP_2Co_10.data;OPT;27;1035;1035;509;95.7709;67.3911;28.3656;300;3071;0
Inst_2P_10C_1H_2PP_2Co_11.data;OPT;20;1115;1115;400;231.363;223.79;7.56881;885;3036;0
Inst_2P_10C_1H_2PP_2Co_12.data;;167;1664;1562;827;3610.97;3321.3;289.645;1129;8541;0.0612981
Inst_2P_10C_1H_2PP_2Co_1.data;OPT;53;781;781;314;987.294;965.479;21.8063;5;4152;0
Inst_2P_10C_1H_2PP_2Co_2.data;OPT;25;1347;1347;619;95.2065;80.5387;14.6566;900;2457;0
Inst_2P_10C_1H_2PP_2Co_4.data;OPT;28;953;953;326;65.7714;43.0791;22.6878;522;3002;0
Inst_2P_10C_1H_2PP_2Co_6.data;OPT;23;1028;1028;386;40.5813;32.2866;8.29125;195;1942;0
Inst_2P_10C_1H_2PP_2Co_7.data;OPT;15;1341;1341;681;78.9022;73.6751;5.22425;210;1454;0
Inst_2P_10C_1H_2PP_2Co_8.data;OPT;123;1361;1361;607;1108.98;1018.73;90.2042;1395;8991;0
Inst_2P_10C_1H_2PP_2Co_9.data;OPT;23;1580;1580;845;97.3179;79.4317;17.8814;705;3219;0
