;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_10C_1H_2PP_2Co_10.data;OPT;28;1035;1035;509;43.2402;40.1363;3.09779;390;2617;0
Inst_2P_10C_1H_2PP_2Co_11.data;OPT;25;1115;1115;400;186.436;185.001;1.43002;480;1797;0
Inst_2P_10C_1H_2PP_2Co_12.data;;293;1664;1595;827;3601.05;3535.45;65.5522;1399;9876;0.0414663
Inst_2P_10C_1H_2PP_2Co_1.data;OPT;46;781;781;314;518.877;509.203;9.66701;5;2844;0
Inst_2P_10C_1H_2PP_2Co_2.data;OPT;27;1347;1347;619;137.714;136.094;1.61649;525;1842;0
Inst_2P_10C_1H_2PP_2Co_4.data;OPT;44;953;953;326;35.8491;29.0327;6.81033;505;1884;0
Inst_2P_10C_1H_2PP_2Co_6.data;OPT;27;1028;1028;386;17.8487;15.9796;1.86427;240;1835;0
Inst_2P_10C_1H_2PP_2Co_7.data;OPT;18;1341;1341;681;15.41;14.6466;0.760046;315;1567;0
Inst_2P_10C_1H_2PP_2Co_8.data;OPT;143;1361;1361;607;464.49;440.217;24.2548;2205;8637;0
Inst_2P_10C_1H_2PP_2Co_9.data;OPT;30;1580;1580;845;25.3324;22.7475;2.57939;495;2039;0
