;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_10C_1H_2PP_2Co_10.data;OPT;22;1035;1035;509;43.9834;41.112;2.8673;180;2587;0
Inst_2P_10C_1H_2PP_2Co_11.data;OPT;24;1115;1115;400;202.552;201.099;1.44996;420;1981;0
Inst_2P_10C_1H_2PP_2Co_12.data;;215;1664;1595;827;3601.04;3505.96;95.0494;1444;10791;0.0414663
Inst_2P_10C_1H_2PP_2Co_1.data;OPT;55;781;781;314;530.323;520.155;10.1611;10;3842;0
Inst_2P_10C_1H_2PP_2Co_2.data;OPT;20;1347;1347;619;97.0074;95.7754;1.22998;645;2385;0
Inst_2P_10C_1H_2PP_2Co_4.data;OPT;32;953;953;326;28.0566;24.45;3.60321;571;2708;0
Inst_2P_10C_1H_2PP_2Co_6.data;OPT;24;1028;1028;386;21.8682;20.202;1.66419;195;1942;0
Inst_2P_10C_1H_2PP_2Co_7.data;OPT;15;1341;1341;681;9.47054;8.5571;0.912098;450;1582;0
Inst_2P_10C_1H_2PP_2Co_8.data;OPT;140;1361;1361;607;535.561;514.668;20.8753;1575;9695;0
Inst_2P_10C_1H_2PP_2Co_9.data;OPT;24;1580;1580;845;40.2813;37.9495;2.32736;705;3219;0
