;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_10C_1H_2PP_2Co_10.data;OPT;21;1035;1035;509;29.9464;27.3768;2.56601;195;2707;0
Inst_2P_10C_1H_2PP_2Co_11.data;OPT;25;1115;1115;400;153.639;151.749;1.88657;630;2697;0
Inst_2P_10C_1H_2PP_2Co_12.data;;209;1664;1595;827;14400;14305.7;94.335;1384;10842;0.0414663
Inst_2P_10C_1H_2PP_2Co_1.data;OPT;50;781;781;314;521.377;512.107;9.26496;10;3872;0
Inst_2P_10C_1H_2PP_2Co_2.data;OPT;22;1347;1347;619;33.7801;31.5864;2.19108;390;2382;0
Inst_2P_10C_1H_2PP_2Co_4.data;OPT;37;953;953;326;35.2992;29.7476;5.54637;563;2881;0
Inst_2P_10C_1H_2PP_2Co_6.data;OPT;28;1028;1028;386;24.0921;21.2658;2.82288;285;2078;0
Inst_2P_10C_1H_2PP_2Co_7.data;OPT;22;1341;1341;681;18.1624;15.7277;2.43163;315;1942;0
Inst_2P_10C_1H_2PP_2Co_8.data;OPT;107;1361;1361;607;280.783;264.646;16.1236;1365;8274;0
Inst_2P_10C_1H_2PP_2Co_9.data;OPT;32;1580;1580;845;65.9634;63.9283;2.03244;690;2931;0
