;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_10C_1H_2PP_2Co_10.data;OPT;49;1035;1035;509;92.0227;89.8844;2.12708;270;2842;0
Inst_2P_10C_1H_2PP_2Co_11.data;OPT;40;1115;1115;400;138.683;137.569;1.10622;300;2340;0
Inst_2P_10C_1H_2PP_2Co_12.data;;279;1664;1558;827;3601.05;3549.97;51.0469;709;8964;0.0637019
Inst_2P_10C_1H_2PP_2Co_1.data;OPT;98;781;781;314;645.339;642.097;3.22566;10;2983;0
Inst_2P_10C_1H_2PP_2Co_2.data;OPT;39;1347;1347;619;109.125;107.733;1.38667;375;1986;0
Inst_2P_10C_1H_2PP_2Co_4.data;OPT;49;953;953;326;30.9311;28.7157;2.21005;413;3008;0
Inst_2P_10C_1H_2PP_2Co_6.data;OPT;37;1028;1028;386;39.2599;38.4533;0.803219;165;1801;0
Inst_2P_10C_1H_2PP_2Co_7.data;OPT;33;1341;1341;681;33.3965;32.292;1.09974;360;2245;0
Inst_2P_10C_1H_2PP_2Co_8.data;OPT;297;1361;1361;607;737.014;728.907;8.06206;1230;10983;0
Inst_2P_10C_1H_2PP_2Co_9.data;OPT;43;1580;1580;845;71.411;69.8511;1.5535;375;2568;0
