;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_10C_1H_2PP_3Co_10.data;;12;1428;1425;763;3601.01;3592.78;8.22521;1569;6918;0.00210084
Inst_6P_10C_1H_2PP_3Co_11.data;;15;1728;1707;846;3601.01;3596.69;4.30925;2494;8098;0.0121528
Inst_6P_10C_1H_2PP_3Co_12.data;OPT;9;1732;1732;834;154.735;153.002;1.72643;1200;5479;0
Inst_6P_10C_1H_2PP_3Co_1.data;OPT;8;1487;1487;707;542.553;540.346;2.20177;709;4391;0
Inst_6P_10C_1H_2PP_3Co_2.data;OPT;10;1057;1057;356;47.7723;44.5486;3.219;405;3135;0
Inst_6P_10C_1H_2PP_3Co_4.data;OPT;8;1401;1401;581;42.1776;39.6922;2.47804;1560;5397;0
Inst_6P_10C_1H_2PP_3Co_5.data;;26;1347;1346;662;3601.02;3590.38;10.629;1806;6360;0.000742391
Inst_6P_10C_1H_2PP_3Co_7.data;OPT;9;1379;1379;637;62.7826;61.0673;1.71022;1079;4244;0
Inst_6P_10C_1H_2PP_3Co_8.data;OPT;20;1694;1694;825;2075.94;2065.67;10.2561;1500;6926;0
Inst_6P_10C_1H_2PP_3Co_9.data;;51;1925;1885;1001;3601.02;3581.74;19.2598;4845;7166;0.0207792
