;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_10C_1H_2PP_3Co_10.data;;42;1428;1425;763;3601.02;3578.84;22.166;1263;8190;0.00210084
Inst_6P_10C_1H_2PP_3Co_11.data;;41;1723;1678;846;3601.03;3591.16;9.86113;1607;6676;0.0261172
Inst_6P_10C_1H_2PP_3Co_12.data;OPT;18;1732;1732;834;204.419;202.18;2.23266;1425;4564;0
Inst_6P_10C_1H_2PP_3Co_1.data;OPT;26;1487;1487;703;193.669;189.372;4.28925;675;4811;0
Inst_6P_10C_1H_2PP_3Co_2.data;OPT;27;1057;1057;356;53.0967;45.7983;7.29392;345;2884;0
Inst_6P_10C_1H_2PP_3Co_4.data;OPT;18;1401;1401;581;53.7728;51.3161;2.45217;810;4063;0
Inst_6P_10C_1H_2PP_3Co_5.data;;55;1347;1344;662;3601.02;3582.38;18.6226;1311;6469;0.00222717
Inst_6P_10C_1H_2PP_3Co_7.data;OPT;25;1379;1379;631;33.7655;30.5192;3.24156;1004;3867;0
Inst_6P_10C_1H_2PP_3Co_8.data;OPT;32;1694;1694;825;1338.64;1329.73;8.91068;855;4364;0
Inst_6P_10C_1H_2PP_3Co_9.data;;168;1925;1799;1000;3601.04;3550.33;50.6754;9045;11330;0.0654545
