;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_10C_1H_2PP_3Co_10.data;;82;1428;1425;763;3601.03;3591.55;9.4614;690;5722;0.00210084
Inst_6P_10C_1H_2PP_3Co_11.data;;85;1725;1636;846;3601.03;3593.79;7.22028;1412;7084;0.0515942
Inst_6P_10C_1H_2PP_3Co_12.data;OPT;36;1732;1732;834;300.089;297.921;2.16076;435;3312;0
Inst_6P_10C_1H_2PP_3Co_1.data;OPT;43;1487;1487;703;450.384;447.744;2.63151;319;3133;0
Inst_6P_10C_1H_2PP_3Co_2.data;OPT;38;1057;1057;356;79.3342;77.4502;1.87595;285;2393;0
Inst_6P_10C_1H_2PP_3Co_4.data;OPT;40;1401;1401;581;187.488;185.247;2.23146;615;4006;0
Inst_6P_10C_1H_2PP_3Co_5.data;;91;1347;1311;662;3601.03;3586;15.0072;921;5836;0.0267261
Inst_6P_10C_1H_2PP_3Co_7.data;OPT;42;1379;1379;631;65.3781;62.6289;2.73813;563;2942;0
Inst_6P_10C_1H_2PP_3Co_8.data;OPT;64;1694;1694;825;1649.8;1645.91;3.87966;660;4414;0
Inst_6P_10C_1H_2PP_3Co_9.data;;161;1927;1800;1000;3601.04;3592.6;8.41254;2340;7979;0.0659056
