;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_10C_1H_2PP_3Co_10.data;OPT;48;1428;1428;763;11145;11110.9;34.0633;903;6525;0
Inst_6P_10C_1H_2PP_3Co_11.data;OPT;47;1723;1723;846;5523.17;5512.9;10.2595;2147;8384;0
Inst_6P_10C_1H_2PP_3Co_12.data;OPT;19;1732;1732;834;221.726;219.538;2.18319;1050;4537;0
Inst_6P_10C_1H_2PP_3Co_1.data;OPT;25;1487;1487;703;307.17;302.524;4.64253;563;4239;0
Inst_6P_10C_1H_2PP_3Co_2.data;OPT;23;1057;1057;356;30.6161;25.8231;4.78877;360;3105;0
Inst_6P_10C_1H_2PP_3Co_4.data;OPT;30;1401;1401;581;163.091;158.535;4.54979;945;4495;0
Inst_6P_10C_1H_2PP_3Co_5.data;;50;1347;1314;662;14400;14379.9;20.1429;1162;6012;0.0244989
Inst_6P_10C_1H_2PP_3Co_7.data;OPT;22;1379;1379;631;27.4725;25.1748;2.29296;901;3636;0
Inst_6P_10C_1H_2PP_3Co_8.data;OPT;30;1694;1694;825;760.354;752.988;7.35953;765;4313;0
Inst_6P_10C_1H_2PP_3Co_9.data;;544;1917;1893;1000;14400.1;14173.8;226.23;22710;21518;0.0125196
