;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_30C_1H_2PP_3Co_10.data;;183;4702;3562;2873;3601.14;2627.86;973.162;44105;61654;0.24245
Inst_6P_30C_1H_2PP_3Co_12.data;;167;4090;2730;1981;3608.44;2542;1066.31;57411;62732;0.332518
Inst_6P_30C_1H_2PP_3Co_13.data;;118;3971;2408;1818;3601.15;2533.59;1067.43;68947;59358;0.393604
Inst_6P_30C_1H_2PP_3Co_14.data;;120;3952;2889;2345;3601.16;2467.66;1133.38;41356;61596;0.268978
Inst_6P_30C_1H_2PP_3Co_1.data;;129;3611;2673;2002;3601.17;3004.05;596.994;53928;79119;0.259762
Inst_6P_30C_1H_2PP_3Co_2.data;;177;4657;3295;2728;3601.16;2486.12;1114.92;53580;70775;0.292463
Inst_6P_30C_1H_2PP_3Co_4.data;;176;4617;3103;2193;3601.18;3071.69;529.348;69878;80908;0.327919
Inst_6P_30C_1H_2PP_3Co_6.data;;169;3805;2704;1919;3601.16;2895.77;705.278;55503;73507;0.289356
Inst_6P_30C_1H_2PP_3Co_7.data;;133;3730;2598;1872;3601.13;2646.23;954.799;49668;57946;0.303485
Inst_6P_30C_1H_2PP_3Co_8.data;;99;4037;2583;1839;3601.13;3056.76;544.248;51967;62623;0.360168
