;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_30C_1H_2PP_3Co_10.data;;173;5806;3697;2873;3601.11;2158.7;1442.31;39481;43480;0.363245
Inst_6P_30C_1H_2PP_3Co_12.data;;110;5491;2938;1981;3603.09;3058.51;544.507;45899;41131;0.464943
Inst_6P_30C_1H_2PP_3Co_13.data;;144;5191;2650;1818;3601.13;3090.13;510.905;54269;37576;0.489501
Inst_6P_30C_1H_2PP_3Co_14.data;;108;5159;3034;2345;3601.09;2723.58;877.443;32657;41714;0.411902
Inst_6P_30C_1H_2PP_3Co_1.data;;110;3552;2808;2002;3601.1;3034.88;566.125;43362;56235;0.209459
Inst_6P_30C_1H_2PP_3Co_2.data;;162;5406;3535;2728;3601.09;2430.23;1170.79;40110;43763;0.346097
Inst_6P_30C_1H_2PP_3Co_4.data;;86;5834;3458;2193;3607.34;3260.88;346.382;53315;58025;0.407268
Inst_6P_30C_1H_2PP_3Co_6.data;;80;5085;2869;1919;3602.17;3111.27;490.83;42769;49285;0.435792
Inst_6P_30C_1H_2PP_3Co_7.data;;88;4934;2800;1872;3601.1;3063.48;537.546;46473;38058;0.432509
Inst_6P_30C_1H_2PP_3Co_8.data;;64;5313;2732;1839;3601.08;3190.84;410.174;34124;30619;0.48579
