;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_30C_1H_2PP_3Co_10.data;;36;10000;3492;3000;3601.07;3559.97;41.0814;2826;5560;0.6508
Inst_6P_30C_1H_2PP_3Co_12.data;;19;10000;2592;1981;3601.05;3585.66;15.3813;1612;3439;0.7408
Inst_6P_30C_1H_2PP_3Co_13.data;;49;10000;2368;1820;3601.07;3563.22;37.8254;4763;3956;0.7632
Inst_6P_30C_1H_2PP_3Co_14.data;;24;10000;2837;2359;3601.04;3566.89;34.1331;1646;4012;0.7163
Inst_6P_30C_1H_2PP_3Co_1.data;;15;10000;2476;2005;3601.06;3595.72;5.33735;1178;3076;0.7524
Inst_6P_30C_1H_2PP_3Co_2.data;;31;10000;3241;2728;3601.1;3550.15;50.9366;2565;4682;0.6759
Inst_6P_30C_1H_2PP_3Co_4.data;;44;10000;2949;2254;3601.48;3562.05;39.4121;3420;6006;0.7051
Inst_6P_30C_1H_2PP_3Co_6.data;;18;10000;2563;1922;3601.07;3589.69;11.3693;1401;3361;0.7437
Inst_6P_30C_1H_2PP_3Co_7.data;;40;10000;2499;1872;3601.1;3565.73;35.3566;2730;4421;0.7501
Inst_6P_30C_1H_2PP_3Co_8.data;;65;10000;2417;1839;3601.08;3436.7;164.351;4015;4939;0.7583
