;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_30C_1H_2PP_3Co_10.data;;262;4450;3790;2873;14400.2;10952.3;3447.72;77616;95229;0.148315
Inst_6P_30C_1H_2PP_3Co_12.data;;138;3625;3011;1981;14400.2;12542.5;1857.56;74174;75519;0.169379
Inst_6P_30C_1H_2PP_3Co_13.data;;168;3430;2672;1818;14400.1;13020.3;1379.66;85745;70127;0.220991
Inst_6P_30C_1H_2PP_3Co_14.data;;150;3532;3100;2345;14400.2;11444.9;2955.09;52232;78288;0.12231
Inst_6P_30C_1H_2PP_3Co_1.data;;149;3390;2873;2002;14400.2;13048.8;1351.18;72496;100478;0.152507
Inst_6P_30C_1H_2PP_3Co_2.data;;238;4312;3610;2728;14400.2;9026.33;5373.73;70710;83186;0.162801
Inst_6P_30C_1H_2PP_3Co_4.data;;86;4055;3631;2193;14400.1;13846.8;553.222;57754;69256;0.104562
Inst_6P_30C_1H_2PP_3Co_6.data;;105;3447;2972;1919;14402.6;13114.9;1287.61;62356;77006;0.137801
Inst_6P_30C_1H_2PP_3Co_7.data;;111;3423;2845;1872;14400.2;11747.8;2652.22;69170;66573;0.168858
Inst_6P_30C_1H_2PP_3Co_8.data;;66;3374;2742;1839;14400.1;13654.5;745.528;47295;45149;0.187315
