;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_30C_1H_2PP_2Co_10.data;;22;5627;3712;2453;3601.1;3507.26;93.7856;55721;28400;0.340323
Inst_4P_30C_1H_2PP_2Co_12.data;;22;4962;4054;2491;3601.08;3494.74;106.277;49868;35792;0.182991
Inst_4P_30C_1H_2PP_2Co_14.data;;98;14996;4482;2888;3601.1;3316.56;284.467;80233;39148;0.70112
Inst_4P_30C_1H_2PP_2Co_15.data;;15;6751;4021;2784;3600.06;3574.9;25.1168;51467;21254;0.404385
Inst_4P_30C_1H_2PP_2Co_19.data;;46;5051;4299;2958;3601.13;3405.26;195.776;72085;36855;0.148881
Inst_4P_30C_1H_2PP_2Co_1.data;;26;4969;4243;2555;3601.07;3484.13;116.886;55888;25570;0.146106
Inst_4P_30C_1H_2PP_2Co_21.data;;34;4417;3540;2254;3601.14;3481.03;120.036;57013;43960;0.198551
Inst_4P_30C_1H_2PP_2Co_22.data;;18;5977;3348;2248;3601.08;3500.95;100.077;52770;28705;0.439853
Inst_4P_30C_1H_2PP_2Co_6.data;;24;5175;4658;2721;3601.05;3534.09;66.923;39588;25644;0.0999034
Inst_4P_30C_1H_2PP_2Co_9.data;;30;4519;3754;2373;3601.1;3488.06;112.976;53800;34421;0.169285
