;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_30C_1H_2PP_2Co_10.data;;70;5627;3827;2453;3601.06;3591.21;9.81171;33455;22400;0.319886
Inst_4P_30C_1H_2PP_2Co_12.data;;74;5103;4049;2491;3601.05;3564.16;36.8565;41616;33154;0.206545
Inst_4P_30C_1H_2PP_2Co_14.data;;198;5033;4686;2888;3601.08;3552.99;48.0274;67828;20677;0.068945
Inst_4P_30C_1H_2PP_2Co_15.data;UNF;87;36840;2942;2935;93.2626;85.3421;7.90046;25781;0;0.920141
Inst_4P_30C_1H_2PP_2Co_19.data;;145;4919;4399;2958;3609.33;3569.51;39.7605;58155;24819;0.105713
Inst_4P_30C_1H_2PP_2Co_1.data;;106;4987;4312;2555;3601.05;3588.53;12.4901;27489;15533;0.135352
Inst_4P_30C_1H_2PP_2Co_21.data;;125;4349;3532;2254;3601.06;3574.7;26.3172;45223;33326;0.187859
Inst_4P_30C_1H_2PP_2Co_22.data;;71;5960;3348;2248;3601.04;3583.72;17.2894;34250;24900;0.438255
Inst_4P_30C_1H_2PP_2Co_6.data;;79;5151;5149;2721;3601.04;3587.35;13.6622;25762;15072;0.000388274
Inst_4P_30C_1H_2PP_2Co_9.data;;127;4322;3890;2373;3601.06;3577.19;23.825;38617;24401;0.0999537
