;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_30C_1H_2PP_2Co_10.data;;53;5627;2462;2462;3601.03;3597.93;3.0837;15922;1234;0.562467
Inst_4P_30C_1H_2PP_2Co_12.data;;51;5804;4316;2517;3601.06;3595.63;5.40632;20070;10342;0.256375
Inst_4P_30C_1H_2PP_2Co_14.data;;97;6274;4832;2898;3601.06;3580.55;20.4801;38530;12834;0.229837
Inst_4P_30C_1H_2PP_2Co_15.data;;103;16671;2942;2942;3601.07;3586.96;14.076;43381;3448;0.823526
Inst_4P_30C_1H_2PP_2Co_19.data;;105;6210;4353;2967;3601.04;3589.22;11.7995;28941;9585;0.299034
Inst_4P_30C_1H_2PP_2Co_1.data;;69;6209;2566;2566;3601.04;3597.26;3.76282;20492;1148;0.586729
Inst_4P_30C_1H_2PP_2Co_21.data;;83;4546;3431;2260;3601.06;3595.27;5.76318;22620;11283;0.245271
Inst_4P_30C_1H_2PP_2Co_22.data;;36;5977;3356;2248;3601.05;3596.75;4.28064;19185;10955;0.438514
Inst_4P_30C_1H_2PP_2Co_6.data;;51;5200;5123;2725;3601.04;3590.08;10.9372;31742;21374;0.0148077
Inst_4P_30C_1H_2PP_2Co_9.data;;44;5585;4083;2373;3601.04;3595.11;5.90954;24617;16608;0.268935
