;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_4P_30C_1H_2PP_2Co_10.data;;89;5627;3796;2453;14400.1;14387.9;12.1646;38284;25544;0.325395
Inst_4P_30C_1H_2PP_2Co_12.data;;79;4854;4047;2491;14400.1;14366.6;33.489;35578;29750;0.166255
Inst_4P_30C_1H_2PP_2Co_14.data;OPT;180;4927;4927;2888;1145.61;1112.67;32.9035;38912;14883;0
Inst_4P_30C_1H_2PP_2Co_15.data;;202;5423;4112;2784;11400.1;11347.3;52.6977;40123;16853;0.241748
Inst_4P_30C_1H_2PP_2Co_19.data;;163;4933;4441;2958;14400;14357.9;42.1127;52549;27747;0.0997365
Inst_4P_30C_1H_2PP_2Co_1.data;;108;4899;4407;2555;14400;14387.5;12.5126;28281;17501;0.100429
Inst_4P_30C_1H_2PP_2Co_21.data;;132;4267;3588;2254;14400.1;14375.1;24.8725;43413;32394;0.159128
Inst_4P_30C_1H_2PP_2Co_22.data;;76;5727;3393;2248;14408.2;14372.8;35.3532;53090;30920;0.407543
Inst_4P_30C_1H_2PP_2Co_6.data;;81;5150;5011;2721;14400.2;14381.7;18.3791;25964;16302;0.0269903
Inst_4P_30C_1H_2PP_2Co_9.data;;117;4317;4071;2373;14400.1;14382.9;17.1218;32625;21222;0.056984
