;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_30C_2H_2PP_2Co_10.data;UNK;;3603;1687;;3597.62;;;;;0.531779
Inst_2P_30C_2H_2PP_2Co_11.data;UNK;;4249;2022;;3592.61;;;;;0.524123
Inst_2P_30C_2H_2PP_2Co_14.data;UNK;;4030;1764;;3595.38;;;;;0.562283
Inst_2P_30C_2H_2PP_2Co_16.data;UNK;;3672;1385;;3595.04;;;;;0.622821
Inst_2P_30C_2H_2PP_2Co_1.data;UNK;;33315;1699;;3597.04;;;;;0.949002
Inst_2P_30C_2H_2PP_2Co_2.data;UNK;;23389;1400;;3594.78;;;;;0.940143
Inst_2P_30C_2H_2PP_2Co_3.data;UNK;;43344;1279;;3594.81;;;;;0.970492
Inst_2P_30C_2H_2PP_2Co_4.data;UNK;;13401;1443;;3593.21;;;;;0.892321
Inst_2P_30C_2H_2PP_2Co_5.data;UNK;;3111;1481;;3595.42;;;;;0.523947
Inst_2P_30C_2H_2PP_2Co_7.data;UNK;;3730;1512;;3596.02;;;;;0.594638
