;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_30C_2H_2PP_2Co_10.data;;133;3244;3065;1805;3601.12;3515.81;85.2265;53561;44579;0.0551788
Inst_2P_30C_2H_2PP_2Co_11.data;;73;3333;3061;1518;3601.1;3476.27;124.745;49560;76221;0.0816082
Inst_2P_30C_2H_2PP_2Co_14.data;;118;3464;2885;1764;3606.02;3460.26;145.67;64698;89130;0.167148
Inst_2P_30C_2H_2PP_2Co_16.data;;112;3222;3082;1385;3601.08;3537.63;63.4052;37844;36937;0.0434513
Inst_2P_30C_2H_2PP_2Co_1.data;;113;3112;2904;1699;3601.09;3527.28;73.7473;49860;47095;0.066838
Inst_2P_30C_2H_2PP_2Co_2.data;;72;2971;2837;1424;3601.08;3533.3;67.7268;33685;37270;0.0451027
Inst_2P_30C_2H_2PP_2Co_3.data;;55;3378;3295;1681;3601.08;3505.98;95.0433;24997;34009;0.0245708
Inst_2P_30C_2H_2PP_2Co_4.data;;92;2897;2605;1443;3601.07;3510.9;90.123;27835;42388;0.100794
Inst_2P_30C_2H_2PP_2Co_5.data;;63;2700;2600;1513;3601.09;3545.55;55.4938;29664;33228;0.037037
Inst_2P_30C_2H_2PP_2Co_7.data;;72;3591;2803;1517;3601.14;3472.57;128.476;68782;71372;0.219437
