;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_30C_2H_2PP_2Co_10.data;OPT;23;3175;3175;1805;3073.67;3066.4;7.24069;13855;20715;0
Inst_2P_30C_2H_2PP_2Co_11.data;;33;3392;3070;1518;3601.04;3597.99;3.03485;12255;14868;0.0949292
Inst_2P_30C_2H_2PP_2Co_14.data;;16;3350;3187;1788;3601.04;3595.71;5.30727;13590;16212;0.0486567
Inst_2P_30C_2H_2PP_2Co_16.data;;25;3220;3217;1385;3601.04;3593.79;7.21895;15378;16135;0.000931677
Inst_2P_30C_2H_2PP_2Co_1.data;;14;3470;2903;1768;3601.04;3598.52;2.50842;8340;10475;0.163401
Inst_2P_30C_2H_2PP_2Co_2.data;;28;2950;2944;1424;3601.03;3594.23;6.77563;13310;15890;0.0020339
Inst_2P_30C_2H_2PP_2Co_3.data;;19;3439;3337;1701;3601.04;3593.62;7.40287;14730;12187;0.0296598
Inst_2P_30C_2H_2PP_2Co_4.data;;11;3106;2479;1488;3601.04;3599.77;1.26415;4263;10119;0.201867
Inst_2P_30C_2H_2PP_2Co_5.data;;15;2767;2654;1513;3601.03;3596.92;4.10173;8406;15513;0.0408385
Inst_2P_30C_2H_2PP_2Co_7.data;;26;3530;2993;1531;3601.04;3598.21;2.81145;12113;18574;0.152125
