;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_30C_2H_2PP_2Co_10.data;OPT;59;3175;3175;1805;613.23;604.86;8.348;11262;13146;0
Inst_2P_30C_2H_2PP_2Co_11.data;OPT;54;3231;3231;1518;3553.54;3546.64;6.87352;13305;12312;0
Inst_2P_30C_2H_2PP_2Co_14.data;;56;3218;3216;1764;3601.04;3591.87;9.14248;10434;13476;0.000621504
Inst_2P_30C_2H_2PP_2Co_16.data;OPT;61;3220;3220;1385;863.098;848.968;14.1105;11960;11713;0
Inst_2P_30C_2H_2PP_2Co_1.data;;66;3066;2990;1699;3601.05;3586.84;14.1772;16370;15580;0.024788
Inst_2P_30C_2H_2PP_2Co_2.data;OPT;57;2950;2950;1424;1265.61;1259.27;6.31049;9625;11195;0
Inst_2P_30C_2H_2PP_2Co_3.data;OPT;94;3378;3378;1681;324.507;319.221;5.26718;7399;8210;0
Inst_2P_30C_2H_2PP_2Co_4.data;;63;2894;2699;1443;3601.05;3584.63;16.3962;13760;12012;0.0673808
Inst_2P_30C_2H_2PP_2Co_5.data;OPT;41;2691;2691;1513;2372.85;2361.87;10.9557;12087;12054;0
Inst_2P_30C_2H_2PP_2Co_7.data;;55;3146;3012;1517;3601.04;3595.28;5.73966;11689;14727;0.0425938
