;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_2P_30C_2H_2PP_2Co_10.data;;17;10000;2846;1805;3601.03;3599.81;1.21603;3025;4307;0.7154
Inst_2P_30C_2H_2PP_2Co_11.data;;14;10000;2712;1518;3601.07;3600.52;0.533502;3396;5580;0.7288
Inst_2P_30C_2H_2PP_2Co_14.data;;35;10000;2784;1788;3601.03;3597.6;3.41611;5730;5892;0.7216
Inst_2P_30C_2H_2PP_2Co_16.data;;21;10000;2816;1385;3601.02;3599.88;1.1388;4904;5706;0.7184
Inst_2P_30C_2H_2PP_2Co_1.data;;24;10000;2689;1768;3601.06;3598.02;3.02905;3735;4960;0.7311
Inst_2P_30C_2H_2PP_2Co_2.data;;15;10000;2547;1424;3601.03;3599.92;1.09711;2775;4650;0.7453
Inst_2P_30C_2H_2PP_2Co_3.data;;20;10000;3122;1701;3601.05;3600.06;0.978259;4338;5090;0.6878
Inst_2P_30C_2H_2PP_2Co_4.data;;17;10000;2402;1488;3601.03;3599.85;1.1732;2229;4495;0.7598
Inst_2P_30C_2H_2PP_2Co_5.data;;14;10000;2452;1513;3601.03;3600.03;0.996684;1863;4020;0.7548
Inst_2P_30C_2H_2PP_2Co_7.data;;19;10000;2590;1531;3601.03;3599.74;1.28274;4479;4634;0.741
