;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_30C_2H_2PP_3Co_10.data;;23;3664;2597;1865;3601.06;2423.34;1177.69;13287;24451;0.291212
Inst_6P_30C_2H_2PP_3Co_12.data;;31;3956;2695;1899;3601.07;3051.71;549.314;19365;29740;0.318756
Inst_6P_30C_2H_2PP_3Co_13.data;;53;4249;3261;2399;3601.09;3055.1;545.914;31223;42647;0.232525
Inst_6P_30C_2H_2PP_3Co_14.data;;34;3893;2849;2020;3601.06;2984.59;616.432;20321;30031;0.268174
Inst_6P_30C_2H_2PP_3Co_1.data;;33;3720;2697;1915;3601.06;3266.84;334.167;24762;37394;0.275
Inst_6P_30C_2H_2PP_3Co_2.data;;36;4201;2852;2171;3601.07;3227.31;373.721;24082;30552;0.321114
Inst_6P_30C_2H_2PP_3Co_3.data;;58;3601;2739;1904;3601.08;3153.3;447.719;33898;37045;0.239378
Inst_6P_30C_2H_2PP_3Co_4.data;;47;4008;2988;2104;3601.06;3298.68;302.34;22916;36341;0.254491
Inst_6P_30C_2H_2PP_3Co_7.data;;45;3787;2927;2170;3601.07;2591.77;1009.25;22078;35972;0.227093
Inst_6P_30C_2H_2PP_3Co_8.data;;33;4443;3230;2456;3601.05;3039.85;561.159;20515;36052;0.273014
