;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_30C_2H_2PP_3Co_10.data;;11;10000;2340;1865;3601.07;3594.35;6.70861;861;3992;0.766
Inst_6P_30C_2H_2PP_3Co_12.data;;19;10000;2600;1899;3601.11;3585.58;15.5168;1612;4599;0.74
Inst_6P_30C_2H_2PP_3Co_13.data;;18;10000;3059;2399;3601.08;3590.31;10.7551;1425;4399;0.6941
Inst_6P_30C_2H_2PP_3Co_14.data;;14;10000;2684;2023;3601.04;3592.9;8.12659;1338;4530;0.7316
Inst_6P_30C_2H_2PP_3Co_1.data;;12;10000;2537;1915;3601.07;3588.85;12.2101;1022;3587;0.7463
Inst_6P_30C_2H_2PP_3Co_2.data;;11;10000;2688;2176;3601.06;3597.49;3.5649;1099;3937;0.7312
Inst_6P_30C_2H_2PP_3Co_3.data;;14;10000;2589;1933;3601.06;3593.02;8.03119;1161;3523;0.7411
Inst_6P_30C_2H_2PP_3Co_4.data;;11;10000;2760;2104;3601.06;3598.47;2.58156;1149;3448;0.724
Inst_6P_30C_2H_2PP_3Co_7.data;;9;10000;2676;2170;3601.09;3599.27;1.81834;808;3133;0.7324
Inst_6P_30C_2H_2PP_3Co_8.data;;17;10000;3092;2456;3601.12;3588.09;13.0185;1920;4165;0.6908
