;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_30C_2H_2PP_3Co_10.data;;25;4467;2529;1865;8585.38;2098.17;6487.17;12711;24256;0.433848
Inst_6P_30C_2H_2PP_3Co_12.data;;38;5388;2731;1899;3601.06;3061.68;539.329;22396;32239;0.493133
Inst_6P_30C_2H_2PP_3Co_13.data;;51;5333;3253;2399;3601.07;3305.08;295.934;32216;40833;0.390024
Inst_6P_30C_2H_2PP_3Co_14.data;;37;5410;2807;2020;3601.06;3122.51;478.511;21027;30435;0.481146
Inst_6P_30C_2H_2PP_3Co_1.data;;22;5096;2685;1915;5672.37;1758.76;3913.58;19033;25011;0.473116
Inst_6P_30C_2H_2PP_3Co_2.data;;43;5515;2835;2171;3601.07;3237.95;363.075;28209;32684;0.485947
Inst_6P_30C_2H_2PP_3Co_3.data;;51;5419;2834;1904;3601.06;3237.7;363.313;31514;31039;0.477025
Inst_6P_30C_2H_2PP_3Co_4.data;;39;5035;2992;2104;3601.05;3051.91;549.105;19754;29346;0.40576
Inst_6P_30C_2H_2PP_3Co_7.data;;60;5542;2920;2170;3601.07;3016.42;584.601;25326;33177;0.473114
Inst_6P_30C_2H_2PP_3Co_8.data;;33;5145;3229;2456;3601.07;3224.29;376.741;23995;37234;0.3724
