;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_30C_2H_2PP_3Co_10.data;;11;4467;2096;1865;3601.06;3594.48;6.56508;1365;9100;0.530781
Inst_6P_30C_2H_2PP_3Co_12.data;;14;4955;2504;1899;3601.05;3595.81;5.22813;1853;7959;0.494652
Inst_6P_30C_2H_2PP_3Co_13.data;;24;5333;3188;2399;3601.05;3573.52;27.5066;4462;12506;0.402213
Inst_6P_30C_2H_2PP_3Co_14.data;;15;5410;2374;2023;3601.04;3598.22;2.81784;1225;5336;0.561183
Inst_6P_30C_2H_2PP_3Co_1.data;;6;3990;2634;1915;3601.04;3591.49;9.53567;2462;11110;0.33985
Inst_6P_30C_2H_2PP_3Co_2.data;;19;4299;2815;2176;3601.04;3574.85;26.1755;3582;7540;0.345197
Inst_6P_30C_2H_2PP_3Co_3.data;;14;4239;2800;1933;3601.04;3562.66;38.371;3291;7792;0.339467
Inst_6P_30C_2H_2PP_3Co_4.data;;67;5035;2972;2104;3601.05;3584.81;16.2188;7190;8666;0.409732
Inst_6P_30C_2H_2PP_3Co_7.data;;14;5422;2788;2170;3601.03;3591.33;9.69635;1454;8019;0.485799
Inst_6P_30C_2H_2PP_3Co_8.data;;9;5145;2932;2456;3601.05;3590.37;10.6704;1207;7134;0.430126
